BRIGHT GREEN CORPORATION,1.17,-7.14%,21 193
BRIGHT HEALTH GROUP INC,2.03,+2.01%,59 924
Bright Horizons Family Solutions Inc.,78.62,-1.44%,30 071
BRIGHT LIGHTS ACQUISITION CORP,9.89,+0.1%,1 900
BRIGHT MINDS BIOSCIENCES INC,0.92,+4.55%,400
Bright Scholar Education Holdings Limited,0.9,+15.76%,1 117
Brightcove Inc.,6.41,-0.31%,3 556
"Brighthouse Financial, Inc.",45.14,+6.11%,37 882
"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",26.01,0%,15
BRIGHTHOUSE FINL INC 4.625% DEP SHS REP1/1000TH INT PFD SER,20.95,0%,10
BRIGHTHOUSE FINL INC 6.75% DEP SHS REP 1/1000 NON CU PRF SR B,26.51,0%,136
BRIGHTHOUSE FINL INC DEP SHS REP 1/1000TH NON CUM PFD SER C,22.61,0%,74
BrightSphere Investment Group Inc.,18.84,+0.56%,6 734
"BrightView Holdings, Inc.",10.74,-6.73%,13 708
BRILLIANT ACQUISITION CORP,10.51,-0.1%,2 243
"Brilliant Earth Group, Inc.",6.71,+0.15%,3 168
"Brinker International, Inc.",27.92,-1.34%,40 990
Brinks Company (The),56.86,-0.98%,5 422
Bristol-Myers Squibb Company,72.11,-0.01%,528 538
BRISTOW GROUP INC DEL NEW,27.41,+12.11%,2 138
"British American Tobacco  Industries, p.l.c.",39.3,+0.59%,122 402
Brixmor Property Group Inc.,22.23,+0.29%,87 962
Broad Capital Acquisition Corp,9.96,0%,
Broadcom Inc.,551.44,-0.29%,73 704
"Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A",1680.56,0%,363
Broadmark Realty Capital Inc. Common Stock,7.44,-0.27%,18 690
"Broadridge Financial Solutions, Inc.",167.86,+0.53%,7 718
BROADSCALE ACQUISITION CORP,9.88,0%,
Broadstone Acquisition Corp.,8.06,+0.62%,4 380
Broadway Financial Corporation,1.05,0%,28
"Broadwind Energy, Inc.",2.33,+8.88%,3 429
Brookdale Senior Living Inc.,4.62,-1.07%,87 042
Brookfield Asset Management Inc.,49.83,-0.88%,78 062
BROOKFIELD ASSET MGMT REINS PAR LTD,49.85,+0.12%,1 333
BROOKFIELD BRP HLDGS INC 4.625% PERPETUAL SUBORDINATED NOTES,18.84,-1.67%,105
Brookfield Business Corporation,27.29,+6.89%,2 047
Brookfield Business Partners L.P. Limited Partnership,23.98,+6.06%,1 736
Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,
BROOKFIELD FINANCE I (UK) PLC 4.50% PERPETUAL SUB NOTES,20.15,0%,453
BROOKFIELD INFRASTRUCTURE CORP,47.18,+1.05%,11 949
BROOKFIELD INFRASTRUCTURE PARTN L.P 5% PFD LTD PARTNERSHIP UNIT CL A SER 14,,,
BROOKFIELD INFRASTRUCTURE PARTN L.P 5.125% PFD LTD PARTNERSHIP UT SR 13 CL A,,,
Brookfield Infrastructure Partners LP Limited Partnership,40.98,+1.19%,16 212
BROOKFIELD PPTY PFD LP 6.25% CL A CUM RED PRF UNIT SER 1,22.25,-3.01%,572
Brookfield Property Partners L.P. - 6.375%,23,0%,5
BROOKFIELD PROPERTY PARTNERS LP(BM) 5.750% CUM RED PERP PFD SER 3 CL A,21,0%,
Brookfield Renewable Corporation,40.31,+0.35%,25 539
BROOKFIELD RENEWABLE PARTNERS L P 5.25% PREF LTD PARTNRSHIP UNT SR 17 CL A,,,
Brookfield Renewable Partners L.P.,39.25,+1.37%,9 777
"Brookline Bancorp, Inc.",13.71,+0.44%,9 611
BROOKLINE CAPITAL ACQUISITION CORP,26.83,+166.17%,8 991
"Brooklyn ImmunoTherapeutics, Inc.",0.53,+2.58%,20 781
"Brooks Automation, Inc.",70,+0.23%,8 604
"Brooks Automation, Inc.",113.16,-2.73%,23 653
"Brown & Brown, Inc.",64.91,+0.93%,27 251
Brown Forman Inc,73.3,0%,851
Brown Forman Inc,75.54,-0.79%,79 844
"BRP Group, Inc.",28.42,+0.64%,10 434
BRP Inc.,73.71,+0.05%,2 974
Bruker Corporation,62.46,-1.42%,21 761
Brunswick Corporation,78.47,+0.4%,14 036
BSQUARE Corporation,1.38,-1.43%,467
BTCS INC,1.62,0%,10
"Buckle, Inc. (The)",30.48,-0.07%,10 957
Buenaventura Mining Company Inc.,5.57,-1.94%,88 727
BUILD ACQUISITION CORP,9.79,0%,
"Build-A-Bear Workshop, Inc.",15.77,-0.13%,7 794
"Builders FirstSource, Inc.",40.47,+1.28%,121 511
"Builders FirstSource, Inc.",68.37,-3.46%,57 352
BULL HORN HLDGS CORP,10.09,0%,
BULLPEN PARLAY ACQUISITION COMPANY,9.98,+0.2%,200
BUMBLE INC,37.56,+4.92%,49 821
Bunge Limited Bunge Limited,96.75,+1.81%,44 740
BURCON NUTRASCIENCE CORP,0.67,+2.24%,200
BURFORD CAPITAL LIMITED,10.77,-1.28%,8 642
"Burlington Stores, Inc.",154.77,-2.04%,22 826
BURNING ROCK BIOTECH LTD SPON ADS EACH REP 1 ORD SHS CL A,3.5,+5.11%,8 542
BURTECH ACQUISITION CORP,9.97,+0.4%,1 245
"Business First Bancshares, Inc.",23.45,+0.43%,895
"BuzzFeed, Inc.",1.85,-1.07%,2 895
"BWX Technologies, Inc.",56.23,+0.04%,23 858
"Byline Bancorp, Inc.",22.92,+2.64%,7 878
BYND CANNASOFT ENTERPRISES INC,4.9,0%,
BYNORDIC ACQUISITION CORP,9.96,0%,
BYRNA TECHNOLOGIES INC,8.6,-0.17%,3 949
BYTE ACQUISITION CORP,9.85,+0.31%,800
C&F Financial Corporation,48.19,0%,
"C.H. Robinson Worldwide, Inc.",109.77,+2.09%,31 921
C3.AI INC,21.35,+2.35%,67 837
C4 THERAPEUTICS INC,12.78,+9.04%,27 493
C5 Acquisition Corporation Class A,9.96,0%,10
CA Healthcare Acquisition Corp.,1.7,-0.58%,14 247
CA Inc.,44.45$,,
"Cabaletta Bio, Inc.",1.34,+5.51%,3 221
"Cable One, Inc.",1370.53,-5.82%,2 741
Cabot Corporation,72.04,-1.37%,9 464
Cabot Microelectronics Corporation,173.75,0%,
Cabot Oil & Gas Corporation,27.93,+2.05%,398 156
Cabot Oil & Gas Corporation,22.26,+2.44%,1 209 751
"CACI International, Inc.",287.45,-0.32%,5 810
CACTUS ACQUISITION CORP 1 LIMITED,9.94,0%,
"Cactus, Inc. Class A Common Stock",39.51,+3.97%,12 558
Cadence Bancorporation,25.98,+1.82%,57 726
"Cadence Design Systems, Inc.",186.54,+0.51%,61 399
CADIZ INC DEP SHS 1/1000TH SER A PFD CUM STK,17.57,+0.4%,109
"Cadiz, Inc.",4.24,+4.69%,4 467
CADRE HLDGS INC,25.62,+4.15%,5 229
CAE Inc.,26.75,+0.11%,6 332
"Caesars Entertainment, Inc.",47.66,-1.1%,158 080
Caesarstone Ltd.,10.01,-2.15%,1 576
"Cal-Maine Foods, Inc.",51.85,+1.23%,12 014
"Caladrius Biosciences, Inc.",0.5,-1.9%,5 615
CalAmp Corp.,4.97,-1%,9 518
"Calavo Growers, Inc.",41.49,+0.97%,1 379
Caledonia Mining Corporation Plc,11.24,+0.09%,1 805
"Caleres, Inc.",26.29,-0.19%,21 957
CALIFORNIA BANCORP,20.73,-1.29%,312
California Resources Corporation,44.74,+6.52%,23 199
California Water Service Group,59.75,-2.07%,7 910
"Calithera Biosciences, Inc.",4.08,+2%,3 754
"Calix, Inc",59.17,+0.75%,11 218
Callaway Golf Company,22.82,-1.74%,217 510
CALLIDITAS THERAPEUTICS AB SPON ADS EACH REP 2 ORD SHS,21.32,0%,
Callon Petroleum Company,37.46,+0.69%,121 401
"Calumet Specialty Products Partners, L.P.",15.66,+18.46%,22 733
"Calyxt, Inc.",0.29,+8.07%,7 123
"Camber Energy, Inc.",0.36,+1.1%,596 741
Cambium Networks Corporation,19.03,-0.52%,4 834
Cambrex Corporation,59.99,,
Cambridge Bancorp,83.01,0%,2
Camden National Corporation,45.17,+2.57%,5 648
Camden Property Trust,137.2,+0.05%,42 063
Cameco Corporation,25.77,+3.49%,329 140
Campbell Soup Company,49.43,+1%,63 607
"Camping World Holdings, Inc.",29.03,-1.66%,37 891
Camtek Ltd.,30.5,+1.7%,6 507
Can-Fite Biopharma Ltd Sponsored,0.86,+1.18%,100
CANAAN INC SPON ADS EACH REP 15 ORD SHS CL A,3.87,-1.02%,57 041
Canada Goose Holdings Inc. Subordinate Voting Shares,20.07,-0.2%,73 678
Canadian Imperial Bank of Commerce,50.44,+0.04%,56 802
Canadian National Railway Company,127.09,+0.67%,76 512
Canadian Natural Resources Limited,51.98,+2.18%,469 795
Canadian Pacific Railway Limited,80.05,+0.87%,209 258
Canadian Solar Inc.,38.69,+3.73%,73 720
"Cancer Genetics, Inc.",0.81,0%,4
CANDEL THERAPEUTICS INC,3.18,0%,104
Cango Inc.,2.67,-1.48%,1 248
CANNA GLOBAL ACQUISITION CORP,10.04,0%,
"Cannae Holdings, Inc.",23.2,+3.85%,33 798
"Canon, Inc.",24.31,+1.76%,10 496
Canopy Growth Corporation,2.7,-6.1%,582 221
Cantel Medical Corp.,80.47,,
Canterbury Park Holding Corporation,21.5,0%,2
"Capital Bancorp, Inc.",24.18,+0.35%,191
Capital City Bank Group,33.11,+0.29%,1 229
CAPITAL ONE FINANCIAL CORP 4.8% DP SH RP 1/40TH NON CUM PRP PF SR J,,,
CAPITAL ONE FINANCIAL CORP DEP SHS REP 1/40TH NCUM PFD SER N,,,
CAPITAL ONE FINANCIAL CORP DEP SHS REPSTG 1/40TH INT PERP PFD SER L,,,
Capital One Financial Corporation,106.35,+0.06%,142 820
Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share o,,,
"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Ownership Interest i",,,
Capital Product Partners L.P.,13.86,+0.22%,6 455
Capital Senior Living Corporation,18,0%,
Capital Southwest Corporation,20.24,+1.84%,962
Capitala Finance Corp.,19.55,0%,
CAPITALWORKS EMERGING MKTS ACQ CORP,10.1,0%,
"Capitol Federal Financial, Inc.",9.7,-0.41%,31 999
Capitol Investment Corp. V,0.73,-10.42%,20 763
Capri Holdings Limited,49.62,+0.49%,38 429
Capri Listco Class A Ordinary Shares,0.96,-3.55%,129 499
"Capricor Therapeutics, Inc.",4.65,-2.11%,1 736
"CapStar Financial Holdings, Inc.",21.15,+0.33%,829
Capstar Special Purpose Acquisition Corp.,1.35,-2.17%,807
Capstone Turbine Corporation,2.42,+4.09%,805
"Cara Therapeutics, Inc.",11.25,+7.86%,28 421
CARDIFF ONCOLOGY INC,2.55,+5.37%,25 065
"Cardinal Health, Inc.",61.52,+2.14%,107 108
CARDIOL THERAPEUTICS INC,1.35,+2.67%,268
"Cardiovascular Systems, Inc.",16.59,+0.42%,7 654
"Cardlytics, Inc. Common Stock",15.03,+1.97%,50 975
"Care.com, Inc.",15,0%,42 023
CARECLOUD INC 8.75% CUM RED PERP PFD SER B,25.1,0%,
"CareDx, Inc.",26.39,+8.78%,109 210
"CareTrust REIT, Inc. Common Stock",21.09,+1.35%,28 834
"CarGurus, Inc.",25.71,+1.66%,34 274
Carlisle Companies Incorporated,300.55,+4.03%,31 078
CarMax Inc,99.23,-0.24%,23 317
CARNEY TECHNOLOGY ACQ CORP II,9.89,0%,
Carnival Corporation,9.83,+0.87%,2 191 712
Carnival Plc,8.91,0%,300 102
Carpenter Technology Corporation,33.91,+0.7%,7 312
"Carriage Services, Inc.",36.68,+6.92%,7 863
CARRIER GLOBAL CORPORATION,41.9,+0.2%,361 299
"Carrols Restaurant Group, Inc.",2.35,-3.89%,2 130
Cars.com Inc.,12.99,+4.17%,28 214
Carter Bank & Trust,15.26,+1.19%,605
"Carter's, Inc.",81.76,-0.15%,18 302
CARTESIAN GROWTH CORPORATION,9.92,0%,
CARTESIAN GROWTH CORPORATION II,10,0%,
CARTICA ACQUISITION CORP,10.07,0%,
Carvana Co.,47.04,+40.29%,1 495 323
"Carver Bancorp, Inc.",6.07,-1.46%,200
"Casa Systems, Inc.",4.6,-1.08%,31 890
CASCADIA ACQUISITION CORP,9.81,0%,
"Casella Waste Systems, Inc.",84.11,+0.25%,6 446
"Caseys General Stores, Inc.",207.41,+0.23%,4 477
"CASI Pharmaceuticals, Inc.",2.5,+1.63%,626
"Cass Information Systems, Inc",36.1,-0.91%,1 304
"Cassava Sciences, Inc.",17.5,+1.86%,67 154
"Castle Biosciences, Inc.",30.52,-1.77%,8 186
Castor Maritime Inc.,1.69,0%,69 393
"Catabasis Pharmaceuticals, Inc.",4.77,+5.76%,1 896
"Catalent, Inc.",110.58,+1.05%,30 075
"Catalyst Biosciences, Inc.",1.87,+1.63%,12 741
"Catalyst Pharmaceuticals, Inc.",11.13,+3.25%,67 577
CATCHA INVESTMENT CORP,9.87,0%,1 400
"CatchMark Timber Trust, Inc.",10.71,-0.28%,59 092
Caterpillar Inc,185.35$,+0.93%,100 651
Cathay General Bancorp,42.12,+1.64%,7 237
Cato Corporation (The),11.91,-1.57%,1 917
"Cavco Industries, Inc.",274.85,+6.98%,3 701
"CB Financial Services, Inc.",23.25,0%,
"CBAK Energy Technology, Inc.",1.24,0%,10 022
"cbdMD, Inc.",0.52,-3.59%,702
"cbdMD, Inc. 8.0% Series A Cumulative Convertible Preferred Stock",,,
"CBIZ, Inc.",44.14,-0.16%,4 550
CBL & ASSOCIATES PROPERTIES INC,30.97,+0.68%,1 986
CBO (Listing Market - NYSE - Networks A/E),24.38,,
"Cboe Global Markets, Inc.",120.48,+1.17%,96 722
"CBRE Acquisition Holdings, Inc.",8.6,+0.12%,35 690
CBRE Group Inc,84.01,+1.95%,45 209
CBS Corporation,,,
"CBTX, Inc.",30.71,+0.13%,2 360
CBX (Listing Market NYSE Networks AE),35.77,0%,
CC Neuberger Principal Holdings I,7.2,-0.21%,26 977
CC NEUBERGER PRINCIPAL HOLDINGS II,9.43,+10.16%,4 676
CC NEUBERGER PRINCIPAL HOLDINGS III,9.9,0%,1 898
"CDK Global, Inc.",54.77,0%,
CDW Corporation,179.66,-0.19%,30 846
CEA INDUSTRIES INC,1.46,-3.95%,4 874
CECO Environmental Corp.,8.04,+1.9%,3 814
"Cedar Fair, L.P.",42.23,+3.56%,10 468
"Cedar Realty Trust, Inc.",28.96,-0.28%,3 524
"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",,,
"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",,,
Cel-Sci Corporation,4.2,+5%,9 713
Celanese Corporation Celanese Corporation,110.87,-0.05%,44 159
Celcuity Inc.,10.45,0%,837
"Celestica, Inc.",10.94,-0.27%,39 073
Celgene Corporation,108.28,+0.07%,4 250 731
"Celldex Therapeutics, Inc.",36.92,+7.39%,35 773
Cellect Biotechnology Ltd.,5.3,-61.34%,340 926
"Cellectar Biosciences, Inc.",4.77,0%,20
Cellectis S.A.,3.47,+10.51%,3 757
Celsion Corporation,2.57,-0.77%,3 620
"Celsius Holdings, Inc.",98.71,-8.94%,206 642
Celyad SA,2.4,+13.74%,7 501
Cementos Pacasmayo S.A.A.,4.91,0%,1
"Cemex, S.A.B. de C.V. Sponsored",4.35,+0.93%,286 011
Cemtrex Inc.,0.31,+2.99%,7 548
Cemtrex Inc. - Series 1 Preferred Stock,0.98,0%,
CENAQ ENERGY CORP,10.11,0%,
Cenntro Electric Group Limited,1.52,-3.18%,73 571
Cenovus Energy Inc,16.43,+2.11%,1 397 476
Centene Corporation,93.06,+0.08%,89 073
"Centennial Resource Development, Inc.",6.46,+5.56%,591 851
"CenterPoint Energy, Inc (Holding Co)",31.49,+0.32%,138 460
CENTERRA GOLD INC,6.17,-1.28%,641
CENTESSA PHARMACEUTICALS PLC SPON ADS EACH REPR 1 ORD SHS,5.46,+5.41%,974
Centogene N.V.,1.53,0%,
Centrais Electricas Brasileiras S A,9.35,+0.54%,112 459
Centrais Electricas Brasileiras S.A.- Eletrobr?!s,9.76,0%,227
Central Federal Corporation,20.95,0%,
Central Garden & Pet Company,44.21,+1.26%,1 273
Central Garden & Pet Company,41.46,+0.63%,4 048
Central Pacific Financial Corp New,23.18,+0.78%,4 306
Central Puerto S.A.,3.95,+7.05%,1 108
Central Valley Community Bancorp,16.58,+0.45%,199
Centricus Acquisition Corp.,5.56,+6.31%,6 428
Centrus Energy Corp.,38.6,+15.92%,18 594
Century Aluminum Company,7.88,+4.1%,134 016
"Century Casinos, Inc.",8.34,-3.81%,1 630
"Century Communities, Inc.",49.42,-0.98%,6 075
CENTURY THERAPEUTICS INC,11.75,+0.17%,7 659
"CenturyLink, Inc.",10.69,-1.38%,498 646
"CenturyLink, Inc.",11,-0.05%,564 911
Ceragon Networks Ltd.,2.67,-0.74%,10 379
CERBERUS CYBER SENTINEL CORP,3.17,+1.6%,5 978
Cerberus Telecom Acquisition Corp.,2.75,+0.36%,5 186
Cerecor Inc.,4.17,+0.97%,588
Cerence Inc.,29.41,-0.81%,7 198
Ceridian HCM Holding Inc.,65.04,+0.32%,100 036
Cerner Corporation,94.94,0%,
CERTARA INC,23.73,-0.5%,8 363
Cerus Corporation,5.57,-4.05%,197 815
"CEVA, Inc.",38.79,-0.41%,1 839
CF ACQUISITION CORP IV,9.89,0%,
CF ACQUISITION CORP VI,10.02,-0.2%,37 766
CF ACQUISITION CORP VII,9.93,0%,
CF ACQUISITION CORP VIII,10.15,0%,
CF Acquisition Corp. V,4.89,+7.59%,1 341
CF Finance Acquisition Corp.,8.2,-0.49%,5 799
CF Finance Acquisition Corp. II,2.2,+4.02%,54 651
CF Finance Acquisition Corp. III,2.61,+1.56%,17 593
"CF Industries Holdings, Inc.",100.1,+1.06%,136 477
CGI Inc.,86.39,-0.79%,5 015
CHAIN BRIDGE I,9.98,0%,
"Champions Oncology, Inc.",8.65,+0.35%,800
CHAMPIONX CORPORATION,16.78,+6.81%,144 958
ChampionX Corporation,20.7,+1.02%,113 709
Change Healthcare Inc.,23.89,+0.19%,123 852
Changyou.com Limited,10.75,+0.09%,43 595
ChannelAdvisor Corporation,15.09,-0.26%,2 791
CHARAH SOLUTIONS INC 8.5% SRN 31/08/26 USD25,22.93,0%,388
"Charah Solutions, Inc.",4.89,0%,91
Chardan Healthcare Acquisition 2 Corp.,1.76,0%,82
CHARDAN NEXTECH ACQUISITION 2 CORP,10.15,0%,
CHARGE ENTERPRISES INC,2.73,+1.87%,21 828
Charles & Colvard Ltd.,1.32,-1.49%,600
"Charles River Laboratories International, Inc.",223.41,-1.85%,34 148
Charles Schwab Corporation (The),69.3,+0.42%,158 318
"Chart Industries, Inc.",138.34,+8.15%,16 333
"Chart Industries, Inc.",201.77,+3.17%,16 888
"Charter Communications, Inc.",463.1,+0.82%,49 997
Chase Corporation,89.38,-0.38%,229
Chatham Lodging Trust (REIT),12.86,-0.54%,12 500
CHATHAM LODGING TRUST 6.625% SER A CUM RED PFD SHS BEN INT,,,
CHAVANT CAP ACQUISITION CORP,10.06,0%,
Check Point Software Technolog,119.38$,+0.51%,29 328
Check-Cap Ltd.,0.34,+1.82%,1 616
"Checkpoint Therapeutics, Inc.",1.29,+13.16%,7 882
Cheetah Mobile Inc.,0.73,+1.94%,100
"Chegg, Inc.",23.6,+9.08%,127 503
"Chembio Diagnostics, Inc.",1.1,+3.3%,31 641
Chemed Corp,477.66,+0.14%,1 545
"ChemoCentryx, Inc.",50.5,+0.32%,306 549
Chemours Company (The),34.49,-1.34%,37 397
Chemung Financial Corp,47.25,0%,1
CHENGHE ACQUISITION CO,10,0%,
"Cheniere Energy Partners, LP Cheniere Energy Partners, LP",45.8,-1.42%,6 752
"Cheniere Energy, Inc.",147,+1.85%,91 514
Cherry Hill Mortgage Investment Corporation,6.82,-0.73%,14 635
Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,,
Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeem,,,
Chesapeake Energy Corporation,11.87,0%,
Chesapeake Utilities Corporation,132.85,-0.75%,1 402
Chevron,153.54$,+1.63%,306 872
"Chewy, Inc.",44.43,+2.7%,123 946
"CHF Solutions, Inc.",0.68,+3.94%,6 424
CHICAGO ATLANTIC,15.37,+2.33%,1 104
Chicago Rivet & Machine Co.,28.5,0%,
"Chicken Soup for the Soul Entertainment, Inc.",10.97,+1.95%,2 434
"Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Prefe",23.71,0%,1
CHICKEN SOUP FOR THE SOUL ENTMT INC 9.50% NOTES DUE 2025 USD25,24.6,+11.51%,200
"Chico's FAS, Inc.",5.91,+2.6%,137 534
"Children's Place, Inc. (The)",46.92,-2.12%,13 284
Chimera Investment Corporation,9.3,+0.43%,98 614
Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferr,,,
Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,,,
Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred,,,
Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred,,,
"Chimerix, Inc.",2.68,+1.13%,232 247
"China Automotive Systems, Inc.",2.9,+0.69%,717
"China Biologic Products Holdings, Inc.",119.99,+1.88%,18 181
"China Ceramics Co., Ltd.",1.13,+4.63%,1 430
China Eastern Airlines Corporation Ltd.,18.36,0%,
"China Green Agriculture, Inc.",5.32,0%,
"China HGS Real Estate, Inc.",2.9,+17.41%,886
China Index Holdings Limited - American Depository Shares,0.67,0%,
"China Jo-Jo Drugstores, Inc.",3.02,-4.43%,279
CHINA LIBERAL EDUCATION HLDGS LTD,0.61,+1.33%,8 016
China Life Insurance Company Limited,7.35,+0.96%,19 377
China Mobile Limited,27.68,+5.73%,274 502
"China Natural Resources, Inc.",0.69,-0.72%,1 100
China Online Education Group,1.6,-4.76%,800
China Petroleum & Chemical Corporation,45.21,+0.56%,2 487
"China Pharma Holdings, Inc.",0.22,-4.76%,1 208
China Rapid Finance Limited,6.97,+9.25%,5 040
China Recycling Energy Corporation,3.21,0%,
China Southern Airlines Company Limited,27.92,0%,8
"China SXT Pharmaceuticals, Inc.",1.92,-5.42%,1 263
China Telecom Corp Ltd,26,+0.54%,22 342
"China Xiangtai Food Co., Ltd.",0.42,+12.79%,576
China Yuchai International Limited,8.61,+1.53%,397
"ChinaNet Online Holdings, Inc.",0.96,+20.27%,51 106
CHINDATA GROUP HLDGS LTD SPON ADS EACH REP 2 CLS A ORD SHS,6.95,+0.43%,35 737
ChipMOS TECHNOLOGIES INC.,23.39,-4.34%,223
"Chipotle Mexican Grill, Inc.",1599,+1%,8 601
"Choice Hotels International, Inc.",111.93,-1.96%,29 593
CHOICEONE FINANCIAL SERVICES INC,21.4,0%,20
ChromaDex Corporation,1.91,+4.37%,11 316
CHS Inc,27.17,-0.26%,131
CHS Inc,27.35,0%,
CHS Inc,26.2,+1.45%,176
CHS Inc - 8%  Cumulative Redeemable Preferred Stock,30.12,0%,8
CHS Inc - Preferred,26.25,0%,
Chubb Limited,185.36,+0.15%,38 959
"Chunghwa Telecom Co., Ltd.",40.39,+0.42%,1 625
"Church & Dwight Company, Inc.",86.98,-0.01%,33 296
CHURCHILL CAP CORP,9.88,0%,6 647
Churchill Capital Corp II,4.1,-0.12%,15 700
Churchill Capital Corp III,4.39,-1.68%,119 861
Churchill Capital Corp IV,18.03,-2.86%,738 254
CHURCHILL CAPITAL CORP VI,9.83,-0.1%,4 200
CHURCHILL CAPITAL CORP VII,9.8,-0.2%,26 341
"Churchill Downs, Incorporated",210.09,-1.05%,5 864
"Chuy's Holdings, Inc.",21.68,-6.15%,6 253
CHW ACQUISITION CORP,7.76,+0.52%,4 470
CI Financial Corp.,11.16,-2.11%,5 330
CI&T INC,13.66,+1.26%,3 035
CIAN PLC SPON ADS EACH REP 1 ORD SHS,3.34,0%,
"Cidara Therapeutics, Inc.",0.67,+12.61%,8 868
Ciena Corporation,52.9,+0.71%,26 104
Cigna Corporation,281.61,+0.54%,112 354
CIIG CAPITAL PARTNERS II INC,9.97,+0.1%,8 900
CIIG Merger Corp.,1.64,-5.2%,180 989
CIM Commercial Trust Corporation,7,0%,1
CIM Commercial Trust Corporation - Series L Preferred Stock,,,
Cimarex Energy Co,87.18,,
Cimpress N.V,37.57,-1.08%,1 823
CINCINNATI BANCORP INC,14.6,0%,
Cincinnati Financial Corporation,97.26,+1.84%,24 023
Cinedigm Corp,0.63,+5.02%,16 283
"Cinemark Holdings Inc Cinemark Holdings, Inc.",16.76,-13.43%,294 127
CINGULATE INC,1.65,-0.6%,393
Cintas Corporation,423.67,-0.82%,8 934
"CIRCOR International, Inc.",17.54,-0.45%,4 254
"Cirrus Logic, Inc.",85.77,-2.16%,19 664
Cisco Systems Inc.,45$,-0.88%,1 059 698
"CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock, Series B",24.1,0%,134
"Citi Trends, Inc.",25.62,+2.03%,6 081
Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),,,
Citigroup Inc,51.65$,+0.76%,639 587
Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,,,
Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,,,
"Citius Pharmaceuticals, Inc.",1,-0.99%,12 030
Citizens & Northern Corp,24.23,0%,38
"Citizens Community Bancorp, Inc.",12.95,0%,1
"Citizens Financial Group, Inc.",37.21,+1.64%,170 658
"Citizens Financial Group, Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.0",,,
"Citizens Financial Group, Inc. Depositary Shares, each representing a 1/40th Interest in a Share of",,,
CITIZENS FINANCIAL SERVICES INC,73.56,-0.3%,1 229
Citizens Holding Company,17.47,0%,
"Citizens, Inc.",3.85,-1.03%,2 341
"Citrix Systems, Inc.",102.5,+0.48%,23 499
City Holding Company,86.61,+0.81%,442
"City Office REIT, Inc.",12.85,0%,10 099
"City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Preferred Stock",,,
Civeo Corporation (Canada),26.31,-5.05%,966
"Civista Bancshares, Inc.",21.84,+1.58%,2 010
"CKX Lands, Inc.",11.02,0%,
CLARIM ACQUISITION CORP,9.85,0%,
Clarivate Plc,14.34,-2.85%,157 480
CLARIVATE PLC 5.25% MANDATORY CONV PREF SHS SR A,,,
CLAROS MORTGAGE TRUST INC,18.66,+0.43%,11 950
Clarus Corporation,20.56,+1.21%,26 316
CLASS ACCELERATION CORP,9.86,0%,10
Claymore/BNY BRIC (EEB),39.1$,,25
CLEAN EARTH ACQUISITIONS CORP,9.88,0%,
Clean Energy Fuels Corp.,7.56,+19.24%,265 119
"Clean Harbors, Inc.",110.07,+3.04%,16 507
CLEANSPARK INC,4.64,+5.94%,54 611
CLEANTECH ACQUISITION CORP,10.21,0%,
"Clear Channel Outdoor Holdings, Inc.",1.51,+3.07%,110 298
CLEAR SECURE INC,27.95,+2.95%,25 194
"Clearfield, Inc.",111.27,+7.47%,58 035
"ClearOne, Inc.",0.71,0%,
"CLEARPOINT NEURO, INC. COMMON STOCK",15.7,+2.15%,2 072
"Clearside Biomedical, Inc.",1.66,+7.1%,3 395
ClearSign Technologies Corporation,1.11,+6.73%,261
CLEARWATER ANALYTICS HLDGS INC,13.78,+5.03%,11 601
Clearwater Paper Corporation,43.13,+3.4%,1 903
"Clearway Energy, Inc.",34.57,-1.55%,3 161
"Clearway Energy, Inc.",37.25,-1.69%,29 515
Cleveland-Cliffs Inc.,18.31,+2.01%,766 030
CLEVER LEAVES HOLDINGS INC,1.01,-4.72%,1 925
